,Favs,RTs,Followers,Following,Listed,likes,tweets,Word Count,Tweet Id,User Name,result
0,0.0,0.0,3630.0,3549.0,345.0,114.0,8541.0,28.0,1.0363551302103122e+18,Finalsite,-1553.3890152896206
1,0.0,5.0,4311.0,106.0,140.0,11869.0,199856.0,18.0,1.0393764932714945e+18,Aaron Cuddeback,-38885.44537728833
2,0.0,0.0,47.0,174.0,5.0,954.0,90014.0,13.0,8.801317119794625e+17,SOLE South Africa,-15540.280858859838
3,0.0,0.0,265.0,571.0,18.0,1549.0,99145.0,13.0,1.0360033055987219e+18,Conscious Health,-17277.14013865044
4,0.0,5.0,90.0,42.0,201.0,812.0,145214.0,17.0,1.0392938876495379e+18,SMKN 1 Panyingkiran,-24795.361003513477
5,0.0,0.0,1514.0,99.0,119.0,990.0,90145.0,21.0,1.0398938271824445e+18,Dr Ian McDonald,-15845.826947602756
6,0.0,3.0,158.0,440.0,45.0,11200.0,88457.0,15.0,8.803807937969316e+17,Carol Hernandez,-18970.824570849745
7,0.0,6.0,443799.0,142.0,3476.0,5149.0,136479.0,15.0,1.0398502228374897e+18,The Irish Times,-111317.09775187365
8,18.0,8.0,902.0,401.0,31.0,88.0,6685.0,21.0,1.0344554132096082e+18,Stephanie Rubin,-1268.434599463317
9,0.0,8.0,91.0,103.0,7.0,6559.0,145214.0,18.0,1.0399164996102922e+18,Kknewkles Wildwision,-26926.230374728642
10,0.0,0.0,537.0,1881.0,20.0,4771.0,132514.0,54.0,1.034246262068052e+18,AphraBehnSalad,-23936.638515129784
11,0.0,2.0,8631.0,4504.0,435.0,845.0,87499.0,31.0,1.0372710869944689e+18,SE London CAMRA,-15974.558261216238
12,0.0,4.0,52.0,109.0,0.0,5876.0,251.0,20.0,1.03988463234134e+18,Davidsson,-2171.4043324482313
13,2.0,1.0,10585.0,947.0,380.0,335.0,22015.0,27.0,1.03484069297408e+18,PIE Network,-5676.698256029122
14,0.0,0.0,58.0,75.0,1.0,547.0,32145.0,41.0,1.0372770291698072e+18,Edith Invernizzi,-5631.265993665305
15,0.0,1.0,4279.0,4605.0,45.0,27535.0,245186.0,18.0,1.0372882806210478e+18,Early Years Research,-51555.75497581056
16,0.0,1.0,6307.0,2038.0,673.0,2.0,102.0,31.0,1.0372892805766758e+18,IoTUK,-762.5797688521061
17,0.0,0.0,133.0,113.0,2.0,9939.0,154893.0,48.0,1.0399219718558515e+18,Evademoney,-29798.548099629912
18,0.0,8.0,191.0,71.0,1.0,5775.0,145214.0,23.0,1.0371926551622246e+18,Laura.,-26667.635556713296
19,0.0,1.0,23842.0,11556.0,2091.0,10328.0,159663.0,35.0,1.0372263404565626e+18,Juan José Calderón Amador,-33069.9227856992
20,6.0,6.0,1777.0,1424.0,102.0,4.0,2549.0,10.0,1.0337985717730509e+18,PIRG Higher Ed,-532.4003828867228
21,0.0,180.0,43.0,39.0,2.0,1521.0,99145.0,13.0,1.03915998286268e+18,trtd,-17320.024415666263
22,1.0,0.0,608.0,548.0,380.0,10738.0,194875.0,1.0,1.0370257497467658e+18,Eileen Cosenza,-36770.840428645075
23,0.0,2.0,101.0,272.0,4.0,10.0,36251.0,10.0,8.72642872197079e+17,Aaron Thomas-Bolduc,-6106.540118036366
24,5.0,3.0,363.0,190.0,25.0,3350.0,124578.0,1.0,1.03697038925414e+18,Realizeit,-22306.85881417426
25,2.0,0.0,466.0,682.0,4.0,37.0,1025.0,25.0,1.0372272946062048e+18,Charlie,-170.77133158327118
26,1.0,0.0,574.0,673.0,32.0,2718.0,24.0,21.0,1.03727262197137e+18,Dr. Koen Hufkens,-991.1860403849996
27,0.0,180.0,37.0,87.0,2.0,1533.0,99145.0,13.0,1.0390665113846333e+18,Tomoki Mnt,-17315.704372568925
28,0.0,0.0,441.0,652.0,10.0,34469.0,321542.0,13.0,1.0386321174023946e+18,LIFEBEAUTYNMORE,-66852.18435673203
29,0.0,0.0,237.0,327.0,2.0,651.0,21365.0,34.0,1.0365984328095293e+18,citydisplay.de,-3842.6427401490723
30,3.0,2.0,5536.0,1591.0,105.0,812.0,88958.0,44.0,1.0365563398567896e+18,King's A&H,-16142.845112224019
31,2.0,1.0,10504.0,1496.0,220.0,128.0,9874.0,26.0,1.039894946772394e+18,Delfina Foundation,-3490.1600603212796
32,4.0,6.0,2204.0,490.0,14.0,91.0,7541.0,1.0,1.036977355040981e+18,USATF Athletes Advisory,-1660.8601682184249
33,3.0,1.0,3041.0,1764.0,257.0,1257.0,96325.0,12.0,1.0398873515757322e+18,joshmkim,-16990.917944413344
34,0.0,0.0,488.0,322.0,16.0,3830.0,125698.0,23.0,1.039882787397005e+18,Mike Sinibaldi,-22677.245492694736
35,6.0,4.0,12.0,98.0,0.0,990.0,90145.0,33.0,1.0355359980112856e+18,Julie Zink,-15582.205410256905
36,1.0,0.0,8083.0,4589.0,188.0,5149.0,215496.0,40.0,1.0399180637500211e+18,Bruce St. James,-39115.37963217141
37,1.0,1.0,340.0,686.0,180.0,5747.0,114587.0,15.0,8.80079765968896e+17,O'Donnell Learn,-21366.634134013188
38,0.0,0.0,1124.0,981.0,45.0,37.0,94587.0,25.0,1.0356976105296814e+18,The Coupon Planet,-16055.277252107522
39,6.0,0.0,85891.0,1234.0,255.0,88.0,6685.0,20.0,1.037203674127319e+18,"DEXERTO - Trending Esports, Gaming & Social Media",-17801.233641928317
40,0.0,0.0,217.0,182.0,14.0,1369.0,748.0,10.0,1.0399222119543849e+18,TMJ-KAN IT-DB Jobs,-634.3625248556625
41,0.0,0.0,1362.0,2878.0,72.0,487.0,35714.0,19.0,8.804649907544842e+17,Reb Thomas,-6012.070482034924
42,0.0,180.0,28.0,27.0,2.0,1610.0,99587.0,13.0,1.0397298600239104e+18,syasukawa,-17425.995199641762
43,0.0,0.0,320.0,264.0,92.0,24.0,35714.0,23.0,1.0399037162733117e+18,TMJ-AZS HRTA Jobs,-6042.0230273515035
44,1.0,0.0,2237.0,1110.0,71.0,1560.0,16548.0,11.0,1.0337484658499544e+18,TheBAC,-3611.4279037935585
45,4.0,1763.0,1065.0,4591.0,52.0,698.0,124578.0,11.0,7.26e+17,David Penick,-20878.097982539304
46,1.0,3.0,66592.0,3894.0,462.0,3688.0,21542.0,42.0,1.037470830815404e+18,CK-12 Foundation,-17353.441910482226
47,6.0,417.0,4142.0,6215.0,356.0,265.0,20154.0,19.0,9.14e+17,TeknoRobot,-3273.604855695612
48,0.0,2.0,21.0,36.0,7.0,6951.0,147852.0,16.0,8.804399859580764e+17,Daphne DeLeon,-27510.890587877595
49,0.0,0.0,233.0,517.0,3.0,8755.0,124536.0,39.0,1.0364412349638738e+18,MCC Macquarie,-24193.849421513587
50,9.0,1.0,613.0,140.0,26.0,669.0,66854.0,22.0,1.0345112466520557e+18,Barbara Illowsky,-11633.629303486789
51,1.0,0.0,15.0,85.0,0.0,1521.0,99145.0,8.0,1.0364532979625779e+18,Chris Horne,-17298.38238376261
52,0.0,0.0,197.0,95.0,13.0,889.0,88457.0,20.0,1.0372717932356444e+18,MN Health Care Jobs,-15293.365708456558
53,0.0,1.0,152.0,59.0,4.0,6872.0,112351.0,14.0,8.791315270319063e+17,Jesse Coraggio,-21505.178082276725
54,0.0,0.0,9.0,2.0,0.0,1025.0,91548.0,10.0,1.039901207337132e+18,Autotrix INDIA,-15846.017992755329
55,3.0,1.0,41.0,111.0,0.0,290.0,20154.0,19.0,8.804260559532646e+17,RyersonOER,-3502.2429944803584
56,0.0,13.0,213.0,57.0,2.0,4875.0,132514.0,16.0,1.0399235425472224e+18,Mimi,-24200.561825868088
57,0.0,3.0,31.0,72.0,0.0,9036.0,7541.0,14.0,1.0370589553175224e+18,Rebecca Schofield,-4553.436183096594
58,0.0,0.0,208.0,349.0,1.0,14067.0,136479.0,21.0,1.0372911679461336e+18,LPC London,-28164.469050693828
59,2.0,1525.0,1293.0,2624.0,4.0,812.0,87451.0,10.0,9.14e+17,Stormy Conway,-14997.407495769316
60,0.0,6.0,369.0,638.0,6.0,658.0,65214.0,8.0,8.804681270914949e+17,Helga Graf,-11232.16503371626
61,2.0,1.0,1967.0,1090.0,86.0,5775.0,136652.0,21.0,1.0348277972383007e+18,portal de empleo i+d+i,-25387.87913713795
62,2.0,0.0,3261.0,1419.0,676.0,62.0,87499.0,9.0,8.8e+17,Zala Bricelj,-15051.194070845166
63,1.0,1.0,663.0,688.0,11.0,77.0,5541.0,21.0,1.036997329113559e+18,UACossatot,-984.524684094739
64,0.0,0.0,2553.0,1516.0,233.0,1559.0,99587.0,5.0,8.779403016623882e+17,Virtual Options,-17600.967116778418
65,0.0,14.0,411.0,336.0,36.0,708.0,84522.0,25.0,1.034485676933296e+18,RDC-DRC,-14561.710113950458
66,6.0,0.0,881.0,344.0,54.0,669.0,70154.0,35.0,1.0343100507503738e+18,MortonAnnGernsbacher,-12205.01113161479
67,0.0,0.0,110.0,222.0,4.0,251.0,19485.0,16.0,1.0372903549725818e+18,Harmeet Singh,-3370.143430331031
68,55.0,1.0,92372.0,240.0,720.0,990.0,90145.0,36.0,1.0372128984462458e+18,Hawthorn FC,-33541.00901925552
69,3.0,1.0,656.0,955.0,10.0,116.0,19485.0,20.0,1.0399065931592416e+18,Sonic Bothy,-3312.427055042523
70,0.0,0.0,4378.0,3947.0,71.0,625.0,90014.0,17.0,1.038702293179351e+18,AudiobyRay Mastering,-15665.879805535538
71,0.0,1.0,2355.0,1531.0,174.0,6891.0,147852.0,19.0,1.0398939426098954e+18,electro21,-27670.50329890194
72,0.0,1.0,306.0,113.0,86.0,589.0,54822.0,22.0,8.697712597891932e+17,Rob Eby math dude,-9499.205128565094
73,0.0,0.0,10924.0,62.0,14.0,3350.0,124578.0,36.0,1.0398868594997617e+18,Bank of Singapore,-24408.253516128374
74,2.0,0.0,747.0,901.0,29.0,2218.0,112548.0,38.0,1.0398676087895939e+18,Kayla Gail,-19826.179173338347
75,0.0,0.0,63.0,365.0,0.0,84.0,6610.0,36.0,1.0352717065863496e+18,ASK screening,-1103.2702626731182
76,0.0,0.0,8762.0,1932.0,279.0,2828.0,124578.0,40.0,1.0398648835279954e+18,Harvesters.org,-23430.85789579226
77,0.0,0.0,3072.0,1353.0,53.0,3688.0,125486.0,32.0,1.0372794027599994e+18,GDFS,-22927.473481086185
78,4.0,3.0,2958.0,530.0,165.0,11869.0,199856.0,18.0,1.0353684755423475e+18,Debbie Roos,-38546.16377624602
79,1.0,0.0,6831.0,3305.0,301.0,116.0,8895.0,38.0,1.0398901235406888e+18,LPI,-2293.6794546733395
80,8.0,568.0,2165.0,9410.0,192.0,2561.0,65218.0,32.0,7.26e+17,BBC Mundo,-10887.32361116445
81,0.0,180.0,15.0,131.0,1.0,2110.0,112351.0,13.0,1.0390106849719626e+18,Atsushi Wada,-19746.36696307174
82,0.0,37.0,868.0,81.0,12.0,6891.0,147852.0,30.0,1.0373093172156047e+18,Anya Niewierra,-27649.426000669595
83,0.0,1.0,250.0,404.0,15.0,1610.0,99587.0,28.0,1.0368574902296536e+18,thanough,-17398.236356237532
84,0.0,0.0,1204.0,165.0,22.0,11869.0,147852.0,23.0,1.0372752742394592e+18,Blizard Institute,-29506.934998027744
85,0.0,18.0,1165.0,445.0,55.0,1061.0,94587.0,17.0,8.786428273197916e+17,Dr. Karla Burkholder,-16517.431898588
86,0.0,0.0,751.0,805.0,45.0,189.0,12015.0,36.0,1.0372933747457923e+18,EI Journal,-2109.6153299624825
87,0.0,0.0,202.0,126.0,39.0,1369.0,145214.0,21.0,1.0399030006831104e+18,AZ Facility Mgmt.,-25049.38226700365
88,0.0,0.0,2431.0,2872.0,32.0,457.0,32145.0,2.0,8.804316959790981e+17,小田急4000形bot,-5619.577433666143
89,5.0,0.0,3894.0,394.0,116.0,2733.0,6685.0,3.0,1.0370626885163622e+18,Peter Clines,-2796.6292188219672
90,0.0,0.0,18.0,43.0,0.0,5747.0,136479.0,24.0,1.0371321843169894e+18,Zach Elder,-25151.3888733683
91,20.0,5.0,501.0,289.0,15.0,548.0,36251.0,28.0,1.0398424490599711e+18,Diane Larlus,-6375.2018253069855
92,1.0,0.0,2357.0,953.0,138.0,26.0,748.0,42.0,1.0372943268654488e+18,HistoryView.org VR Field Trip Program,-414.5092694104912
93,0.0,0.0,110.0,101.0,7.0,11869.0,199856.0,34.0,1.037341045347033e+18,UNCEastAsianResource,-38094.826156908624
94,0.0,0.0,631.0,529.0,57.0,678.0,84515.0,17.0,1.0399003593873613e+18,TMJ-SAC Jobs,-14556.34004258609
95,0.0,0.0,320.0,798.0,5.0,853.0,87499.0,21.0,1.0372590952863949e+18,EASTA,-15034.85300390427
96,0.0,0.0,62.0,42.0,0.0,14067.0,215994.0,19.0,1.0393365408816128e+18,AlambritoTv,-41622.48521102852
97,4.0,3.0,181.0,16.0,0.0,547.0,64991.0,24.0,1.0372540100577773e+18,INVASIVESNET,-11215.934526010986
98,0.0,0.0,270.0,412.0,18.0,3118.0,124578.0,11.0,8.9e+17,Yvonne McQuarrie,-22171.51433683956
99,1.0,0.0,10170.0,489.0,228.0,251.0,19485.0,21.0,1.037294772287885e+18,𝐢𝐧𝐭𝐞𝐫𝐧,-5248.599727399513
100,0.0,0.0,1252.0,1139.0,142.0,738.0,84522.0,30.0,1.037281115382448e+18,James Massey,-14583.903720806418
101,0.0,50.0,179.0,855.0,0.0,9215.0,154879.0,21.0,1.0399246424069528e+18,ju'🌻,-29428.86351869336
102,0.0,0.0,7841.0,6583.0,69.0,392.0,1023.0,20.0,1.0371914411755315e+18,HEDGE energy,-811.1963438318835
103,0.0,0.0,5823.0,1994.0,27.0,335.0,8500.0,14.0,1.0398566472991128e+18,British Exit,-2385.20521441661
104,0.0,5.0,60708.0,21.0,183.0,1022.0,90145.0,15.0,8.803779462126428e+17,قموره,-27499.872163814092
105,0.0,0.0,204.0,0.0,6.0,189.0,12015.0,11.0,1.0372089790747032e+18,JobListing,-2137.712070406677
106,0.0,4.0,323.0,578.0,12.0,1582.0,9951.0,19.0,1.0398774058239181e+18,Data Amplified,-2226.9938156504713
107,0.0,50.0,42.0,306.0,0.0,10738.0,159663.0,21.0,1.0399245282715688e+18,Maxime Kara,-30849.743486566847
108,0.0,0.0,23.0,10.0,0.0,30692.0,245186.0,16.0,1.0388537974795713e+18,ERIVALDO MONTARROYOS,-52595.595089521514
109,1.0,1.0,5876.0,2986.0,83.0,1236.0,96325.0,18.0,1.0337350728416911e+18,Stony Brook Alumni,-17396.32833250502
110,0.0,0.0,298.0,100.0,58.0,597.0,63251.0,40.0,1.0349737720114504e+18,Linda Hunter,-10934.763481288099
111,0.0,180.0,896.0,203.0,60.0,1582.0,99587.0,13.0,1.0397272192943064e+18,Hideaki_nomap,-17543.754271925238
112,1.0,1.0,14208.0,1268.0,690.0,5747.0,114587.0,19.0,1.0371641686029434e+18,Cascade Bicycle Club,-23869.446682576774
113,0.0,2.0,552.0,694.0,4.0,4812.0,132514.0,26.0,1.0371680947187834e+18,❌ Da Bruce ❌ QFD ❌,-24143.87940520455
114,3.0,1528.0,2404.0,5142.0,4.0,335.0,22015.0,17.0,9.14e+17,katip,-3590.315751635241
115,0.0,3.0,145.0,82.0,5.0,775.0,86551.0,22.0,1.0372117518955232e+18,Chatbot Agency,-14923.912066298239
116,0.0,0.0,751.0,859.0,26.0,679.0,84515.0,30.0,1.036267564337451e+18,Nancy Windheart,-14537.154018153127
117,0.0,0.0,12.0,0.0,0.0,6891.0,147852.0,15.0,1.0399067746381619e+18,m,-27494.67160830182
118,0.0,0.0,4.0,3.0,0.0,6176.0,145214.0,19.0,1.0399091628790866e+18,ShreyaComputers,-26786.992708420672
119,0.0,0.0,321.0,734.0,3.0,2548.0,123789.0,19.0,1.0398453276611459e+18,Infosys Japan,-21794.819084435792
120,4.0,351.0,4587.0,3413.0,366.0,134.0,8895.0,24.0,7.26e+17,phonandroid,-1842.606909324782
121,0.0,0.0,1853.0,1916.0,213.0,2733.0,124536.0,19.0,1.03725854469999e+18,humberto maia,-22049.457932527832
122,0.0,0.0,243.0,239.0,11.0,1395.0,98487.0,32.0,1.0399064662899096e+18,3re Souls Production,-17159.665335948117
123,0.0,180.0,1057.0,898.0,42.0,2110.0,112351.0,13.0,1.0389711927181805e+18,くらぱん,-19820.684245651148
124,0.0,0.0,290.0,246.0,6.0,93.0,8475.0,44.0,1.0372641859132211e+18,Young Innovators Fdn,-1483.5353325096862
125,0.0,0.0,197.0,95.0,13.0,43.0,112351.0,22.0,1.0372718077562634e+18,MN Health Care Jobs,-19024.16289373147
126,0.0,0.0,472.0,275.0,107.0,1758.0,216548.0,18.0,1.0399019141109105e+18,TMJ-WAT Health Jobs,-37258.4550297046
127,4.0,351.0,95638.0,2201.0,356.0,199.0,6685.0,14.0,7.26e+17,soap,-19599.78352040182
128,0.0,0.0,775.0,525.0,72.0,32.0,338.0,16.0,1.0398831740445203e+18,CO Non-Metro Jobs,-120.08728468349278
129,0.0,0.0,1124.0,981.0,45.0,124.0,9054.0,29.0,1.035787278130573e+18,The Coupon Planet,-1631.3431582690162
130,0.0,0.0,321.0,3.0,11.0,18271.0,216548.0,29.0,1.038088956519309e+18,Inesc-ID,-43298.31891679279
131,0.0,0.0,7651.0,990.0,1975.0,1325.0,96548.0,21.0,1.0398067171550739e+18,Dr. Roy Schestowitz (罗伊),-17626.83284793733
132,0.0,5.0,1436.0,6.0,0.0,30692.0,245186.0,13.0,1.039800836514304e+18,Dental Volunteers | DV,-52874.45515483695
133,0.0,3.0,3626.0,1820.0,159.0,249.0,19485.0,33.0,1.0372250678249921e+18,Abi Brown,-3770.9132125227875
134,0.0,2.0,715.0,90.0,24.0,11869.0,199856.0,36.0,1.0344828451237929e+18,InCommonUS,-38211.22124073855
135,0.0,180.0,573.0,217.0,31.0,1814.0,103254.0,13.0,1.0389539112797102e+18,mkats_,-18189.752062264004
136,4.0,0.0,346.0,27.0,10.0,6148.0,145214.0,18.0,1.0372328020838605e+18,SlideWiki,-26837.607121302608
137,0.0,2.0,19428.0,1108.0,890.0,3971.0,125698.0,24.0,1.037233876517773e+18,openSAP,-26101.117901121474
138,2.0,1.0,809.0,693.0,65.0,6891.0,147852.0,22.0,1.0349079347178291e+18,Ton Koenraad,-27526.11222737212
139,0.0,6.0,1092.0,1746.0,49.0,851.0,19485.0,16.0,8.794728070795305e+17,Kevin Bushweller,-3531.679897165849
140,0.0,7.0,245.0,399.0,231.0,444.0,32145.0,12.0,8.708473721291283e+17,bhudd,-5519.0389381636
141,0.0,4.0,17.0,37.0,2.0,812.0,87451.0,12.0,8.80408498567303e+17,LU Teaching Commons,-15072.001407043235
142,0.0,0.0,12044.0,6529.0,211.0,7353.0,147852.0,12.0,8.803990833321409e+17,Only rock radio,-28953.84707431526
143,34.0,11.0,1522.0,2071.0,48.0,19990.0,1147.0,23.0,1.0394710718320147e+18,Yogi Jaeger,-7422.030841270663
144,4.0,2.0,4159.0,699.0,109.0,141.0,36251.0,20.0,1.0369767759417752e+18,TidewaterCommCollege,-6858.156593330825
145,0.0,0.0,870.0,1580.0,46.0,246.0,84522.0,26.0,1.0372694427558461e+18,Dynamo boxing,-14286.358543801656
146,0.0,453.0,346.0,897.0,1.0,901.0,88958.0,18.0,1.0370778163141468e+18,Helen van Oer,-15313.125306966986
147,2.0,1.0,887.0,2065.0,365.0,11682.0,199856.0,38.0,1.0337835163943977e+18,Jonathan Hulbert,-37778.167049585514
148,0.0,0.0,2155.0,1013.0,119.0,6872.0,200154.0,44.0,1.0366248794775757e+18,Josh Mika,-36559.45347167807
149,0.0,1.0,474.0,572.0,29.0,812.0,87451.0,17.0,1.0368431312856595e+18,Delmar Larsen,-15071.09489648728
150,1.0,1.0,1830.0,2592.0,42.0,697.0,84522.0,1.0,1.0370489344500326e+18,rp Visual Solutions,-14481.71592236433
151,1.0,2994.0,3374.0,6215.0,73.0,605.0,177.0,12.0,9.14e+17,Isac,-78.9160914526763
152,0.0,0.0,1124.0,981.0,45.0,415.0,125466.0,42.0,1.0356667902218362e+18,The Coupon Planet,-21411.669125519515
153,0.0,1.0,182.0,126.0,58.0,589.0,54822.0,40.0,1.0346940420707368e+18,Filippousis Georges,-9480.466871105173
154,0.0,7.0,1752.0,4989.0,102.0,82077.0,321542.0,23.0,1.0372917475991795e+18,lemonnier,-83711.25866310822
155,0.0,0.0,626.0,336.0,126.0,1325.0,147852.0,18.0,1.039873473345024e+18,ATL Hospitality Jobs,-25506.769013514924
156,0.0,0.0,224.0,175.0,1.0,845.0,87499.0,6.0,1.0366228667652339e+18,01/10 🌻,-15111.234331058937
157,0.0,0.0,172.0,607.0,2.0,8488.0,147852.0,22.0,1.0371255752053801e+18,Mr. M,-28011.29428484448
158,0.0,0.0,398.0,122.0,10.0,6651.0,147852.0,18.0,1.0371883080177907e+18,Carla Souza,-27461.731186335703
159,0.0,2.0,10405.0,10028.0,3992.0,1236.0,96325.0,34.0,1.0345279026819032e+18,nancyrubin,-16152.866534422144
160,0.0,0.0,250.0,86.0,2.0,11994.0,321542.0,20.0,1.0372151762678866e+18,SriLanka in Poland,-58736.95165169325
161,0.0,2.0,2752.0,4460.0,57.0,2394.0,112549.0,23.0,1.0381435225395569e+18,ViralEd HIV News,-19721.170114786288
162,1.0,1.0,1826.0,1202.0,235.0,203.0,125698.0,19.0,8.804531884486492e+17,Dan Blickensderfer,-21426.808076824916
163,0.0,0.0,153.0,280.0,4.0,853.0,87499.0,23.0,1.0372421861595832e+18,Carina Kern,-15083.235850430681
164,0.0,0.0,13.0,60.0,0.0,396.0,87499.0,38.0,1.0393781220791296e+18,Smarter Safety,-14925.268813427261
165,6.0,0.0,6247.0,431.0,99.0,332.0,21542.0,25.0,1.0339011687984333e+18,Gannon University,-4896.949831093721
166,8.0,306.0,17102.0,9960.0,67.0,605.0,64515.0,29.0,7.26e+17,Cult of Mac,-12930.066473240084
167,0.0,0.0,337.0,112.0,24.0,2838.0,124578.0,18.0,1.0398201721844858e+18,PSE Consulting,-22128.335315491506
168,0.0,0.0,524.0,985.0,2.0,901.0,88457.0,42.0,1.0372477425554186e+18,Musical Futures International,-15226.245688441311
169,0.0,0.0,115.0,869.0,5.0,678.0,84515.0,23.0,1.0372847341650328e+18,r/Sheffield,-14415.536748937788
170,0.0,0.0,581.0,510.0,2.0,337.0,22015.0,32.0,1.0399249417627771e+18,Peezy🤘🏾Olajuwon🚀,-3877.4339237489057
171,0.0,0.0,12391.0,72.0,257.0,344.0,22451.0,38.0,1.0399077684912742e+18,MO Conservation,-6278.45208073275
172,0.0,0.0,6438.0,815.0,159.0,106.0,8500.0,42.0,1.0399156928653353e+18,Recentpoker.com,-2572.727306231655
173,0.0,0.0,145.0,44.0,0.0,5596.0,136479.0,14.0,1.0399201844194426e+18,vitor,-25121.1852313705
174,1.0,453.0,14779.0,10620.0,590.0,312.0,21458.0,7.0,7.26e+17,M Kop,-4855.523990260355
175,0.0,7.0,534.0,203.0,54.0,1549.0,132514.0,17.0,8.802695023610634e+17,Angelique Nedved,-23018.045633790098
176,5.0,308.0,14135.0,1406.0,156.0,1025.0,126978.0,15.0,7.26e+17,Business Insider,-24368.66425309428
177,0.0,2.0,5565.0,1096.0,58.0,1814.0,103254.0,37.0,1.0372552951924979e+18,Advice NI,-19018.57949448061
178,1.0,0.0,4090.0,0.0,224.0,6872.0,147852.0,42.0,1.0372565184358849e+18,おおはた雄一information,-28231.272696445583
179,0.0,37.0,8.0,7.0,0.0,3942.0,125698.0,13.0,1.0387135322949101e+18,Flicks Designs,-22678.734637152498
180,8.0,3.0,320.0,1289.0,12.0,189.0,12015.0,17.0,1.0372690472751391e+18,julià,-1957.5941512099598
181,1.0,0.0,1881.0,1186.0,53.0,639.0,64991.0,24.0,1.0340749853196206e+18,UW Graduate School,-11386.915591846435
182,1.0,0.0,144.0,27.0,0.0,889.0,88457.0,20.0,1.0390146876340593e+18,Nastyman Kennel,-15296.981716585808
183,7.0,12.0,296.0,529.0,4.0,547.0,66415.0,18.0,1.0371427130644685e+18,Amber Mosley,-11398.312194745504
184,0.0,0.0,1531.0,4618.0,6.0,1137.0,94587.0,22.0,1.0352107834608762e+18,Ask Jenny Kalz💰💯💵,-15977.077513803744
185,2.0,1.0,5941.0,1390.0,403.0,1286.0,96325.0,8.0,8.804307333655796e+17,OER Hub,-17591.826395708344
186,0.0,0.0,469.0,106.0,229.0,919.0,88958.0,12.0,8.88e+17,William J. Ryan,-15383.453050336464
187,4.0,2.0,2926.0,578.0,82.0,5269.0,136479.0,22.0,1.0359624006280067e+18,Arun Agrawal,-25444.522939395752
188,0.0,0.0,1748.0,102.0,25.0,3415.0,124578.0,41.0,1.0355360823587552e+18,Мазов Андрей,-22617.326114121664
189,0.0,0.0,339.0,147.0,12.0,1.0,125698.0,21.0,8.804526434072248e+17,Vengeful_Doe,-21284.688552471267
190,1.0,1.0,365.0,133.0,6.0,1299.0,84522.0,23.0,1.0372729701154035e+18,Бизнес-журнал | Тула,-14806.383350883221
191,1.0,1.0,406.0,541.0,52.0,845.0,22514.0,17.0,8.804529134951301e+17,Frances Ferreira,-4093.6819100429034
192,0.0,0.0,917.0,15.0,20.0,154.0,11245.0,27.0,1.0398971446044547e+18,Moved To @KristSaul,-2129.3476916602935
193,0.0,1.0,2313.0,2180.0,69.0,2113.0,112546.0,22.0,1.0399231263547556e+18,"If not us, who?",-19885.201965068958
194,0.0,2.0,405.0,1607.0,19.0,295.0,20551.0,18.0,8.804668860723118e+17,Laurie Prange-Martin,-3404.076969094393
195,0.0,0.0,350.0,203.0,94.0,43.0,9418.0,17.0,1.0398826478607235e+18,TMJ-COB Advert. Jobs,-1619.5506274163422
196,4.0,2.0,617.0,1238.0,14.0,569.0,54822.0,37.0,1.0399107160887583e+18,Agustín (Gus) Rossi,-9396.581477300528
197,0.0,2.0,80.0,245.0,1.0,889.0,88457.0,15.0,8.783127063102341e+17,Farrell Hoy Jenab,-15250.106587471482
198,0.0,0.0,776.0,935.0,60.0,84.0,6610.0,16.0,8.696325617813668e+17,NCC Online Learning,-1138.2970944891788
199,0.0,0.0,8756.0,3827.0,126.0,354.0,22514.0,23.0,1.0372584830983741e+18,British Council Connect ZA,-5025.166739042706
200,0.0,0.0,118.0,745.0,2.0,444.0,32145.0,40.0,1.0371659486655611e+18,Ravikant Sinha,-5500.658680041124
201,0.0,0.0,4277.0,2055.0,199.0,589.0,112351.0,24.0,1.0391771816105533e+18,LEO Learning,-19669.907594765085
202,0.0,0.0,23.0,28.0,0.0,290.0,96548.0,22.0,1.0344578786299373e+18,Artists Beyond the Desk at MIT,-16422.80008895942
203,2.0,0.0,265.0,811.0,3.0,1425.0,98741.0,43.0,1.039857603118084e+18,Tamara Mathias,-17130.68548499498
204,5.0,2.0,1301.0,54.0,10.0,812.0,87451.0,41.0,1.039897780897153e+18,Ibrahim S. Amin,-15320.105733696702
205,11.0,7.0,27073.0,1679.0,433.0,309.0,21365.0,16.0,1.0364701789999882e+18,Flinders University,-8673.097763173253
206,0.0,0.0,2962.0,3180.0,293.0,33.0,998.0,40.0,1.037251275027632e+18,Buyle Legal Energy,-189.3114703081885
207,0.0,0.0,339.0,271.0,65.0,4875.0,112548.0,21.0,1.0398750669204602e+18,TMJ-MN HRTA Jobs,-20800.26156886984
208,0.0,0.0,319.0,121.0,13.0,63.0,4215.0,18.0,1.0399012199578214e+18,CPPのススメ【大罪】,-775.6455536709959
209,1.0,2.0,144.0,37.0,1.0,8755.0,147852.0,33.0,1.0395604542957037e+18,GM GP Excellence,-28192.41388407506
210,19.0,27.0,52753.0,2891.0,1176.0,669.0,77451.0,23.0,1.0343803181433405e+18,IET,-22950.56441313608
